title,gross,total_gross,distributor,release_date_JP,release_year_JP,title_short,re_released,id,genres,original_language,overview,popularity,production_companies,release_date_World,budget,revenue,runtime,status,tagline,vote_average,vote_count,credits,_merge,date_difference,region,anime
Yes Man,1063894,1249449,Warner Bros.,2009-03-20,2009,yesman,False,10201.0,Comedy-Romance,en,Carl Allen has stumbled across a way to shake free of post-divorce blues and a dead-end job: embrace life and say yes to everything.,30.121,The Zanuck Company-Village Roadshow Pictures-Heyday Films-Warner Bros. Pictures,2008-12-09,70000000.0,223241637.0,104.0,Released,One Word Can Change Everything.,6.65,6078.0,Jim Carrey-Zooey Deschanel-Bradley Cooper-John Michael Higgins-Rhys Darby-Danny Masterson-Fionnula Flanagan-Terence Stamp-Sasha Alexander-Molly Sims-Brent Briscoe-Rocky Carroll-John Cothran-Spencer Garrett-Luis Guzmán-Kai Lennox-Cecelia Antoinette-Stephanie Hodge-Jamie Denbo-Rebecca Corry-Anna Khaja-Roni Meron-Heidi Herschbach-Vivian Bang-Kat Sawyer-Young-Sean O'Bryan-Shelby Zemanek-Patrick Labyorteaux-Alfred De Contreras-Peter Giles-Whit Anderson-Pride Grinn-Kerry Hoyt-Maile Flanagan-Graham Shiels-Brandon Walter-Emily Chen-Ashley Martinez-Kenny Searle-John H. Song-Lauren Kim-Mike Gomez-E.J. Callahan-Kelly Harris-Becky Kupersmith-Jillian Iva Meador-Jarrad Paul-Aaron Takahashi-Jon Baggio-Peter Spellos-William Will Simm-Jackie Harris Greenberg-Trent Minx-Sally Stevens-Eric Bradley-Teri Eiko Koide-Guy Maeda-John Pagano-Lisa Long-Mary-Pat Green-Matt Miller-J.R. Nutt-Lance Wesley-Katsy Chappell-Poetri-Trisha Paytas-Michael Papajohn-Rae Sunshine Lee-Gregg Lee,both,101 days,Foreign,0
Yeolliji,3744821,3744821,Toshiba Entertainment,2006-04-15,2006,yeolliji,False,,,,,,,,,,,,,,,,left_only,,Unknown,1
Yellow Tears,170878,739287,J Storm,2007-04-04,2007,yellowtears,False,125915.0,Drama,ja,The movie is centered around five friends as they end up spending the summer of 1962 shackled up together in a tiny studio apartment in Tokyo. The five friends are Eisuke - the manga artist Shoichi - the singer Ryuzo - the novelist Kei - the painter and Yuji – the 5th wheel (?). The friends spend the summer in pursuit of their own ideals of personal freedom - being able to do what they want. In the process of pursuing their dream they learn firsthand that however ideal it may seem its not as easy as they think.,1.4,J Storm,2007-04-14,0.0,0.0,128.0,Released,,4.5,2.0,Sho Sakurai-Masaki Aiba-Kazunari Ninomiya-Satoshi Ohno-Jun Matsumoto-Yuu Kashii-Hanae Kan-Seiko Iwaido-Kin Sugai-Kotaro Shiga-Hirotaro Honda-Tomoko Tabata-Chieko Matsubara-Mariko Miyamitsu-Yojin Hino-Hiroshi Yamamoto,both,10 days,Japan,0
Yellow Elephant,1710933,3666854,Showgate,2013-02-02,2013,yellowelephant,False,174938.0,Drama-Romance,ja,Married couple Aiko Tsumari and Ayumu Muko live a happy and peaceful life. Aiko is bit naive while Ayumu works as a not so popular novelist. One day a letter arrives for Ayumu. Because of this letter the couple become estranged...,2.887,Showgate,2013-02-02,0.0,3666854.0,131.0,Released,,5.8,8.0,Aoi Miyazaki-Osamu Mukai-Lily Franky-Chieko Matsubara-Tatsuomi Hamada-Himeka Asami-Akira Emoto-Miyu Honda-Tasuku Emoto-Tamaki Ogawa-Sakura Ando-Kengo Kora-Ren Osugi-Dai Ikeda,both,0 days,Japan,0
Yell for the Blue Sky,10017253,10017253,Toho Company,2016-08-20,2016,yellforthebluesky,False,438524.0,Drama,ja,As a child Ono Tsubasa saw a Shirato baseball game on TV and was amazed at the Trumpet player in the band playing. Now in order to play the Trumpet she enters Shirato High School. There she meets Yamada Daisuke a catcher for the baseball team. With each others support they go towards their dream of playing at Koushien.,7.289,Toho,2016-08-20,0.0,0.0,126.0,Released,,6.6,7.0,Tao Tsuchiya-Ryoma Takeuchi-Shono Hayama-Mirai Shida-Arata Horii-Fujiko Kojima-Airi Matsui-Yuna Taira-Yuki Yamada-Juri Ueno-Eri Ikeda-Honoka Matsumoto,both,0 days,Japan,0
Year One in the North,21360942,21360942,Toei Company,2005-01-15,2005,yearoneinthenorth,False,210500.0,Drama-History,ja,In 1868 after the fall of the Shogun-dominated Japan the new government orders people from Awaji near Kobe to re-locate to the northern part of Hokkaido. These people once supported the now displaced Samurais of the older days. After two years over 500 of them settled in their new land under the leadership of Hideaki husband of Shino. However as crops fail he is to go to Sapporo to learn new techniques of farming leaving his wife and daughter for 5 years. All this time the new community is constantly watched by the government which choose to again uproot them from their new homes.,1.807,Toei Company,2005-01-14,0.0,0.0,169.0,Released,,4.9,8.0,Ken Watanabe-Sayuri Yoshinaga-Etsushi Toyokawa-Toshirō Yanagiba-Satomi Ishihara-Yuriko Ishida-Teruyuki Kagawa-Sadawo Abe-Mitsuru Fukikoshi-Mitsuru Hirata-Renji Ishibashi-Morooka Moro-Takeo Nakahara-Suzuka Ohgo-Kaoru Okunuki-Shûgo Oshinari-Susumu Terajima-Mayu Tsuruta-Hideo Sakaki-Kazuki Hiro'oka-Meikyo Yamada,both,1 days,Japan,0
Yatterman2009 Re-release,2531422,2531422,Shochiku,2009-08-22,2009,yatterman,True,24561.0,Action-Comedy,ja,Gan and his girlfriend Ai are mild-mannered toy shop owners by day but when evil lurks they transform into superheroes Yatterman 1 & 2.  With the help of a dog-shaped robot Yatterwoof they take on the Doronbow gang lead by the sexy Lady Doronjo.  Together they must stop the evil gang from finding the four magical skull pieces that will allow them to control the world!,4.922,Shochiku-Nikkatsu Corporation-Horipro-J Storm-Nippon Television Network Corporation,2009-02-06,0.0,32897214.0,111.0,Released,,6.2,64.0,Sho Sakurai-Saki Fukuda-Kyoko Fukada-Kendô Kobayashi-Katsuhisa Namase-Koichi Yamadera-Sadawo Abe-Shinichi Hatori-Shingo Ippongi-Anri Okamoto-Ayumu Saitô-Miyu Uehara,both,197 days,Japan,0
Yatterman,30361348,30365792,Shochiku,2009-03-07,2009,yatterman,False,24561.0,Action-Comedy,ja,Gan and his girlfriend Ai are mild-mannered toy shop owners by day but when evil lurks they transform into superheroes Yatterman 1 & 2.  With the help of a dog-shaped robot Yatterwoof they take on the Doronbow gang lead by the sexy Lady Doronjo.  Together they must stop the evil gang from finding the four magical skull pieces that will allow them to control the world!,4.922,Shochiku-Nikkatsu Corporation-Horipro-J Storm-Nippon Television Network Corporation,2009-02-06,0.0,32897214.0,111.0,Released,,6.2,64.0,Sho Sakurai-Saki Fukuda-Kyoko Fukada-Kendô Kobayashi-Katsuhisa Namase-Koichi Yamadera-Sadawo Abe-Shinichi Hatori-Shingo Ippongi-Anri Okamoto-Ayumu Saitô-Miyu Uehara,both,29 days,Japan,0
Yarn,19131246,20444185,-,2020-08-21,2020,yarn,False,913021.0,Horror,es,Through the act of weaving a grandmother inspires her granddaughter in coma to come back to life.,0.6,,2021-01-01,0.0,0.0,14.0,Released,,0.0,0.0,,both,133 days,Foreign,0
Yamagata Scream,274849,274849,Gaga,2009-07-01,2009,yamagatascream,False,341322.0,Comedy-Horror,ja,"High school seniors Mikayo Chuko and Kei are forced to join a historical research club to fulfill a graduation requirement. Their teacher Mr. Kachi plans a mandatory club trip to a small village called Oshakabe in Yamagata prefecture to study remnants of an ancient clan of warriors called the ochimusha who displayed legendary cowardice in battle. When they arrive the local villagers hold a special ceremony and construct a ""super shrine"". As a result an 800-year seal is broken unleashing a curse that causes the ochimusha to rise from the grave.",1.514,GAGA Communications,2009-08-01,0.0,0.0,115.0,Released,,8.0,1.0,Riko Narumi-Akira-Naoto Takenaka-Maiko-Mirei Kiritani-Ikki Sawamura-Haru-Yoichi Nukumizu-Tomoe Shinohara-Arata Saeki-Katsuhisa Namase-Yuki Saori-Ryo Iwamatsu-Naomasa Musaka-Yoji Tanaka-Léona Hirota-Noboru Iguchi-Keiko Oginome-Yasuhito Hida-Hidekazu Akai-Shigeru Saiki-Renji Ishibashi-David Ito-Crystal Kay-Tadashi Sakata-Saaya-Haruma Miura,both,31 days,Japan,0
Yama No Anata,2572195,2572195,Toho Company,2008-05-24,2008,yamanoanata,False,,,ja,,,,,,,,,,,,,left_only,,Japan,1
Yakuza and the Family,1919121,2168905,-,2021-01-29,2021,yakuzaandthefamily,False,,,,,,,,,,,,,,,,left_only,,Unknown,1
Yakiniku Dragon,280454,1391251,Kadokawa,2018-06-22,2018,yakinikudragon,False,499194.0,Drama,ja,Set in the 1970's in the Kansai region of Japan..  Yong-Gil is Korean but he moved to Japan and settled down. He runs a small restaurant named Yakiniku Dragon. He is married and has three daughters: oldest daughter Jung-Hwa middle daughter Yi-Hwa and youngest daughter Mi-Hwa. Oldest daughter Jung-Hwa is dating Tetsuo but they break up. Middle daughter Yi-Hwa loves Tetsuo and marries him but Tetsuo still loves her older sister and they divorce. Youngest daughter Mi-Hwa wants to become a singer but she is in love with a married man.,2.753,Kadokawa-Phantom Film,2018-06-22,0.0,0.0,128.0,Released,,7.8,6.0,Yoko Maki-Mao Inoue-Yo Oizumi-Nanami Sakuraba-Ryohei Otani-Shinpei Ooe-Shohei Uno-Toshie Negishi-Lee Jung-eun-Kim Sang-ho,both,0 days,Japan,0
Yaji and Kita: The Midnight Pilgrims,2815880,3225727,Asmik Ace Entertainment,2005-04-16,2005,yajiandkita:themidnightpilgrims,False,,,,,,,,,,,,,,,,left_only,,Unknown,1
XxxHolic,2110288,2882403,Shochiku,2022-04-29,2022,xxxholic,False,901410.0,Drama-Mystery-Thriller,ja,To be free of his dark visions Kimihiro Watanuki will work for Dimensional Witch Yūko a mystical woman quick to help those in a bind—for a fee.,3.462,Shochiku-Asmik Ace,2022-04-29,0.0,0.0,110.0,Released,,6.6,7.0,Ryunosuke Kamiki-Ko Shibasaki-Hokuto Matsumura-Tina Tamashiro-DAOKO-Serena Motola-Nanase Nishino-Ai Hashimoto-Hayato Isomura-Shuri-Riho Yoshioka-Sakurako Ohara-Tenka Hashimoto,both,0 days,Japan,0
XX,90874,411458,Toei Company,2007-12-01,2007,xx,False,390340.0,Animation,ja,Red ribbon of a double helix is the bond to connect the girls; the transmitted touch of.  .  .  soft hands and the gentle memories only girls can inherit.  Those dreamy moments abruptly end and the bodies transform regardless of their intentions.  The ‘xx’ gives and takes.  It is an inescapable thread of fate.  This is a girl’s animation to warn the end of girlfriend to warn the end of girlhood.  .  .,2.118,Tokyo University of the Arts,2012-03-17,0.0,0.0,8.0,Released,,0.0,0.0,,both,1568 days,Japan,1
X2: X-Men United,15253232,15253232,-,2003-05-03,2003,x2:x-menunited,False,,"Action, Adventure, Science Fiction",en,,,,,,,,,,,,,left_only,,Foreign,0
X-Men: The Last Stand,12087615,12965004,20th Century Fox International,2006-09-09,2006,x-men:thelaststand,False,,"Action, Adventure, Science Fiction",en,,,,,,,,,,,,,left_only,,Foreign,0
X-Men: First Class,7631192,7803487,20th Century Fox International,2011-06-11,2011,x-men:firstclass,False,49538.0,"Action, Adventure, Science Fiction",en,Before Charles Xavier and Erik Lensherr took the names Professor X and Magneto they were two young men discovering their powers for the first time. Before they were arch-enemies they were closest of friends working together with other mutants (some familiar some new) to stop the greatest threat the world has ever known.,2.075,The Donners' Company-Bad Hat Harry Productions-20th Century Fox,2011-06-01,160000000.0,353624124.0,132.0,Released,Witness the moment that will change our world.,7.295,11829.0,James McAvoy-Michael Fassbender-Kevin Bacon-Rose Byrne-Jennifer Lawrence-January Jones-Nicholas Hoult-Oliver Platt-Jason Flemyng-Lucas Till-Edi Gathegi-Zoë Kravitz-Caleb Landry Jones-Matt Craven-Laurence Belcher-Bill Milner-Morgan Lily-Beth Goddard-Éva Magyar-Álex González-Corey Johnson-Demetri Goritsas-Glenn Morshower-Don Creech-James Remar-Ludger Pistor-Wilfried Hochholdinger-Greg Kolpakchi-Andrei Zayats-Rade Šerbedžija-Ray Wise-Michael Medeiros-Olek Krupa-Yuri Naumkin-Gene Farber-David Agranov-Katrine De Candole-James Faulkner-Annabelle Wallis-Juan Herrera-Greg Savage-Jarid Faubel-Gregory Cox-Josh Cohen-David Crow-Kieran Patrick Campbell-Sasha Pieterse-Brendan Fehr-Michael Ironside-Jason Beghe-Venya Manzyuk-Tony Curran-Randall Batinkoff-Peter Stark-Leonard Redlich-Carlos Peres-Sean Brown-Neil Fingleton-Marios-Georg Nikoloff-Arthur Darbinyan-John F. Kennedy-Hugh Jackman-Rebecca Romijn-David Joseph Martinez-Johnny Otto-Josh Ramsay,both,10 days,Foreign,0
X-Men: Days of Future Past,9193870,9983199,20th Century Fox International,2014-05-30,2014,x-men:daysoffuturepast,False,127585.0,"Action, Adventure, Science Fiction",en,The ultimate X-Men ensemble fights a war for the survival of the species across two time periods as they join forces with their younger selves in an epic battle that must change the past – to save our future.,53.206,Bad Hat Harry Productions-The Donners' Company-Simon Kinberg Productions-20th Century Fox,2014-05-15,250000000.0,747862775.0,132.0,Released,"To save the future, they must alter the past.",7.5,14182.0,Hugh Jackman-James McAvoy-Michael Fassbender-Jennifer Lawrence-Nicholas Hoult-Patrick Stewart-Ian McKellen-Halle Berry-Elliot Page-Peter Dinklage-Anna Paquin-Evan Peters-Josh Helman-Shawn Ashmore-Omar Sy-Daniel Cudmore-Fan Bingbing-Adan Canto-Booboo Stewart-Evan Jonigkeit-Famke Janssen-James Marsden-Kelsey Grammer-Lucas Till-Mark Camacho-Zehra Leverman-Alexander Felici-Jan Gerste-Massimo Cannistraro-Mike Dopud-Lee Villeneuve-Andreas Apergis-Robert Montcalm-Gregg Lowe-Jaa Smith-Johnson-Alex Ivanovici-Alain Dahan-Freddy Bessa-Patricia Tougas-Michael Lerner-Chris Claremont-Len Wein-François Paquette-Zabryna Guevara-Angela Galuppo-Milo Chang Sigel-Kiana Chang Sigel-Victor Cornfoot-Brent Skagford-Kyle Gatehouse-John-Sébastien Côté-Stéphane Julien-Taris Tyler-Darryl Scheelar-Thai-Hoa Le-Johnny Tran-Hryhoriy Hlady-Dang Quoc Thinh-Vladimir Aksenov-Jimmy Chan-Julian Casey-Robert Crooks-Matt Cooke-Tim Post-Jason Deline-Karine Vanasse-Pierre Leblanc-Jude Beny-Arthur Holden-Susanna Fournier-Andrew Peplowski-John Sanford Moore-Moe Jeudy-Lamour-Harry Standjofski-Brianna Bone-Neil Napier-Jason Koehler-Miya Shelton-Contreras-Mizinga Mwinga-Christian Jadah-Brendan Pedder-Bryan Singer-Morgan Lily-Sean Curley,both,15 days,Foreign,0
X-Men: Dark Phoenix,4235000,4235000,Walt Disney Pictures,2019-06-21,2019,x-men:darkphoenix,False,,"Action, Adventure, Science Fiction",en,,,,,,,,,,,,,left_only,,Foreign,0
X-Men: Apocalypse,7360778,7360778,20th Century Fox International,2016-08-13,2016,x-men:apocalypse,False,246655.0,"Action, Adventure, Science Fiction",en,After the re-emergence of the world's first mutant world-destroyer Apocalypse the X-Men must unite to defeat his extinction level plan.,49.061,The Donners' Company-Bad Hat Harry Productions-Genre Films-Hutch Parker Entertainment-20th Century Fox,2016-05-18,178000000.0,543934787.0,144.0,Released,Only the strong will survive.,6.514,11989.0,James McAvoy-Jennifer Lawrence-Michael Fassbender-Oscar Isaac-Nicholas Hoult-Rose Byrne-Tye Sheridan-Sophie Turner-Evan Peters-Olivia Munn-Kodi Smit-McPhee-Alexandra Shipp-Lucas Till-Josh Helman-Ben Hardy-Lana Condor-Warren Scherer-Rochelle Okoye-Monique Ganderton-Fraser Aitcheson-Abdulla Hamam-Hesham Hammoud-Antonio Daniel Hidalgo-Al Maini-Berdj Garabedian-Ally Sheedy-Anthony Konechny-Emma Elle Paterson-Manuel Sinor-Gustave Ouimet-Lukas Penar-Ryan Hollyman-Joanne Boland-Nabeel El Khafif-Manuel Tadros-Abanoub Andraous-Aladeen Tawfeek-Carolina Bartczak-T. J. McGibbon-Davide Chiazzese-Sebastian Naskrent-Boris Sichon-Martin Skorek-Kamil Orzechowski-Michael Terlecki-Ahmed Osman-Ziad Ghanem-Moataz Fathi-Tómas Lemarquis-James Loye-Zehra Leverman-Herb Luft-Stan Lee-Joan Lee-Stephen Bogaert-John Bourgeois-Conrad Coates-Dan Lett-Adrian G. Griffiths-Shawn Campbell-Joe Cobden-Henry Hallowell-Danielle Dury-Naomi Frenette-Aj Risi-Raphaël Dury-Ilan Rosenberg-Erika Heather Mergl-Tauntaun-Mary-Piper Gaudet-Josh Madryga-Scott Cook-Allen Keng-Tally Rodin-Francis Limoges-Tsu-Ching Yu-Karl Walcott-Desmond Campbell-Ian Geldart-John Ottman-Linda Joyce Nourse-Zeljko Ivanek-Christopher B. MacCabe-Chris Cavener-Ronald Tremblay-Joseph Bellerose-Philippe Hartmann-Sebastien R. Teller-Alexander Peganov-Simon Therrien-Patrice Martre-James Malloch-Vladimir Alexis-Jason Deline-Hugh Jackman,both,87 days,Foreign,0
X-Men Origins: Wolverine,8703660,9303728,20th Century Fox International,2009-09-11,2009,x-menorigins:wolverine,False,2080.0,"Action, Adventure, Science Fiction",en,After seeking to live a normal life Logan sets out to avenge the death of his girlfriend by undergoing the mutant Weapon X program and becoming Wolverine.,6.254,20th Century Fox-The Donners' Company-Seed Productions,2009-04-28,150000000.0,373062864.0,107.0,Released,Witness the origin.,6.3,9402.0,Hugh Jackman-Liev Schreiber-Danny Huston-Lynn Collins-Taylor Kitsch-Dominic Monaghan-Kevin Durand-Will.i.am-Daniel Henney-Ryan Reynolds-Tim Pocock-Julia Blake-Max Cullen-Troye Sivan-Michael-James Olsen-Peter O'Brien-Aaron Jeffery-Alice Parkinson-Philip A. Patterson-Anthony Gee-Adelaide Clemens-Karl Beattie-Tom O'Sullivan-Myles Pollard-Stephen Anderton-Chris Sadrinna-Septimus Caton-Matthew Dale-Nathin Butler-Peter Barry-David Ritchie-Asher Keddie-Socratis Otto-Stephen Leeder-James D. Dever-Martin Obuga-Rita Affua Connell-John Shrimpton-Henry Browne-Tahyna MacManus-Daniel Negreanu-Alexandra Davies-Don Battee-Evan Sturrock-Rob Flanagan-Hakeem Kae-Kazim-Alison Araya-Eric Breker-Eileen Bui-Adrian G. Griffiths-Byron Chief-Moon-Mike Dopud-Kanako Takegishi-Panou-Jade Tang-Joelle Tang-Johnson Phan-Elizabeth Thai-Warwick Young-Beatrice King-Scott Adkins-Dennis Kreusler-Patrick Stewart,both,136 days,Foreign,0
Wrestling with a Memory,1602461,1602461,Toho Company,2008-03-01,2008,wrestlingwithamemory,False,,,,,,,,,,,,,,,,left_only,,Unknown,1
Wreck-It Ralph,29646724,29646724,Walt Disney Pictures,2013-03-23,2013,wreck-itralph,False,82690.0,Family-Animation-Comedy-Adventure,en,Wreck-It Ralph is the 9-foot-tall 643-pound villain of an arcade video game named Fix-It Felix Jr. in which the game's titular hero fixes buildings that Ralph destroys. Wanting to prove he can be a good guy and not just a villain Ralph escapes his game and lands in Hero's Duty a first-person shooter where he helps the game's hero battle against alien invaders. He later enters Sugar Rush a kart racing game set on tracks made of candies cookies and other sweets. There Ralph meets Vanellope von Schweetz who has learned that her game is faced with a dire threat that could affect the entire arcade and one that Ralph may have inadvertently started.,88.88,Walt Disney Animation Studios-Walt Disney Pictures,2012-11-01,165000000.0,471222889.0,101.0,Released,The story of a regular guy just looking for a little wreck-ognition.,7.3,11170.0,John C. Reilly-Sarah Silverman-Jack McBrayer-Jane Lynch-Ed O'Neill-Dennis Haysbert-Edie McClurg-Alan Tudyk-Jess Harnell-Mindy Kaling-Joe Lo Truglio-Raymond S. Persi-Rachael Harris-Skylar Astin-Adam Carolla-Horatio Sanz-Maurice LaMarche-Stefanie Scott-John DiMaggio-Rich Moore-Katie Lowes-Jamie Elman-Josie Trinidad-Cymbre Walk-Tucker Gilmore-Brandon Scott-Tim Mertens-Kevin Deters-Gerald C. Rivers-Martin Jarvis-Brian Kesinger-Roger Craig Smith-Phil Johnston-Reuben Langdon-Kyle Hebert-Jamie Sparer Roberts-Ava Acres-Isabella Acres-Bob Bergen-David Boat-Mike Carlsen-Reed Buck-David Cowgill-Jim Cummings-Terri Douglas-Sandy Fox-Eddie Frierson-Earl Ghaffari-Emily Hahn-Jennifer Hale-Daniel Kaz-Dave Kohut-Lauren MacMullan-Mona Marshall-Scott Menville-Laraine Newman-Paul Pape-Lynwood Robinson-Trenton Rogers-Jadon Sand-Kath Soucie-April Stewart-Fred Tatasciore-Jennifer Christine Vera-Elizabeth Daily-Will Deters-Debi Derryberry,both,142 days,Foreign,1
